Nombre de la revista,"Number of contribution
in magazine","Contributor
Last name / first name",Roles de los colaboradores ,Pseudonym / abbreviation used,Source of contributor data,Sex,País de origen,Year of Birth,Year of Death,Age at contribution,Title of contribution,Issue number,Original issue date,Calculable issue date,"Inicio
[aaaa-mm-dd] ","Término
[aaaa-mm-dd] ","Duración
[pasos de tiempo en días]","Type of contribution
[Género según investigador]",Género según la revista,Lengua,Dedicatoria,Libros reseñados,Traductor,Lengua original,No. páginas,Mención de viajeros ,"Adaptación / apropiación /
modificación / reinterpretación","Intermediarios en
las transferencias",Comentarios
Lectura Amena,167,"Marín, Abel",,,NA,M,Colombia,NA,NA,NA,........ En el álbum de la Srita. Pepa uribe,14 y 15,1 de Mai de 1905,1905-05-01,1905-05-01,1905-05-15,14,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,168,"Montoya Pérez, Rafael",,,NA,M,Colombia,NA,NA,NA,Desde el huevo,14 y 15,1 de Mai de 1905,1905-05-01,1905-05-01,1905-05-15,14,Cuento,,NA,Para el álbum ilustrado de Rafael Mesa,,NA,,2,NA,NA,NA,
Lectura Amena,169,"Blanco Fombona, Rufino",,,https://es.wikipedia.org/wiki/Rufino_Blanco_Fombona,M,Venezuela,NA,NA,NA,Explicación,14 y 15,1 de Mai de 1905,1905-05-01,1905-05-01,1905-05-15,14,Poema,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,170,"Farina, Abel",,,https://viaf.org/viaf/26701362/ ,M,Colombia,NA,NA,NA,Plumazos,14 y 15,1 de Mai de 1905,1905-05-01,1905-05-01,1905-05-15,14,Relato o narración breve,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,171,"Vélez, Victorino",,,NA,M,Colombia,NA,NA,NA,Sursum,14 y 15,1 de Mai de 1905,1905-05-01,1905-05-01,1905-05-15,14,Poema,,NA,á Alfonso Villegas Arango,,NA,,1,NA,NA,NA,
Lectura Amena,172,"Riche, Iván",,,NA,M,Colombia,NA,NA,NA,Rubí,14 y 15,1 de Mai de 1905,1905-05-01,1905-05-01,1905-05-15,14,Cuento,,NA,Para Luis Cano,,NA,,4,NA,NA,NA,
Lectura Amena,173,"Nieto, Ricardo",,,https://enciclopedia.banrepcultural.org/index.php/Ricardo_Nieto ,M,Colombia,NA,NA,NA,Hojas secas,14 y 15,1 de Mai de 1905,1905-05-01,1905-05-01,1905-05-15,14,Poema,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,174,"Allais, Alphonse",,,http://viaf.org/viaf/302147306 ,M,Francia,NA,NA,NA,¿... Y Daudet?,14 y 15,1 de Mai de 1905,1905-05-01,1905-05-01,1905-05-15,14,Cuento,,NA,NA,,NA,,3,NA,NA,NA,
Lectura Amena,175,"Cano, Antonio José ",,,https://1library.co/article/antonio-cano-tres-personajes-fundamentales-cano-pel%C3%A1ez-isaza.yr2dxopz,M,Colombia,1874,1942,NA,Crepúsculos,14 y 15,1 de Mai de 1905,1905-05-01,1905-05-01,1905-05-15,14,Poema,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,176,"Castro, Alfonso",,,NA,M,Colombia,NA,NA,NA,Discurso,14 y 15,1 de Mai de 1905,1905-05-01,1905-05-01,1905-05-15,14,Discurso,,NA,NA,,NA,,4,NA,NA,NA,
Lectura Amena,177,"Lisle, Leconte de",,,https://es.wikipedia.org/wiki/Leconte_de_Lisle,M,Francia,NA,NA,NA,El jaguar,14 y 15,1 de Mai de 1905,1905-05-01,1905-05-01,1905-05-15,14,Poema,,NA,NA,,Laurentino Canal,,3,NA,NA,NA,
Lectura Amena,178,"Rodriguez Moya, Francisco ",,,http://viaf.org/viaf/30147121768326392484 ,M,Colombia,NA,NA,NA,Los vencidos,14 y 15,1 de Mai de 1905,1905-05-01,1905-05-01,1905-05-15,14,Cuento,,NA,NA,,NA,,9,NA,NA,NA,
Lectura Amena,179,"Díaz, Leopoldo",,,https://es.wikipedia.org/wiki/Leopoldo_D%C3%ADaz,M,Argentina,NA,NA,NA,Melancolía,14 y 15,1 de Mai de 1905,1905-05-01,1905-05-01,1905-05-15,14,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,180,"Tejada Córdoba, B.",,,NA,M,Colombia,NA,NA,NA,Juegos florales en Medellín,14 y 15,1 de Mai de 1905,1905-05-01,1905-05-01,1905-05-15,14,Artículo de reflexión,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,181,Anónimo,,,NA,M,NA,NA,NA,NA,De todo,14 y 15,1 de Mai de 1905,1905-05-01,1905-05-01,1905-05-15,14,Noticias,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,182,"Dicenta, Joaquín",,,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Dicenta,M,España,1862,1917,NA,La finca de los muertos,16,15 de Mai de 1905,1905-05-15,1905-05-15,1905-06-01,17,Cuento,,NA,NA,,NA,,3,NA,NA,NA,
Lectura Amena,183,"Moreno Alba, Miguel",,,NA,M,Colombia,NA,NA,NA,Medias Tintas,16,15 de Mai de 1905,1905-05-15,1905-05-15,1905-06-01,17,Poema,,NA,Para Vives Guerra,,NA,,1,NA,NA,NA,
Lectura Amena,184,"Nervo, Amado",,,http://viaf.org/viaf/97487 ,M,México,NA,NA,NA,Una humillación,16,15 de Mai de 1905,1905-05-15,1905-05-15,1905-06-01,17,Cuento,,NA,NA,,NA,,5,NA,NA,NA,
Lectura Amena,185,"Arciniegas, Ismael Enrique ",,,http://viaf.org/viaf/30956884 ,M,Colombia,NA,NA,NA,El alma muerta,16,15 de Mai de 1905,1905-05-15,1905-05-15,1905-06-01,17,Poema,,NA,A Leopoldo Lugones,,NA,,1,NA,NA,NA,
Lectura Amena,186,"Cano, Antonio José ",,,https://1library.co/article/antonio-cano-tres-personajes-fundamentales-cano-pel%C3%A1ez-isaza.yr2dxopz,M,Colombia,1874,1942,NA,La vida de los muertos,16,15 de Mai de 1905,1905-05-15,1905-05-15,1905-06-01,17,Poema,,NA,A Armand Silvestre,,NA,,2,NA,NA,NA,
Lectura Amena,187,"D'Annunzio, Gabriele",,,http://viaf.org/viaf/49220129,M,Italia,NA,NA,NA,El héroe,16,15 de Mai de 1905,1905-05-15,1905-05-15,1905-06-01,17,Cuento,,NA,NA,,NA,,4,NA,NA,NA,
Lectura Amena,188,"Valencia, Francisco",,Pacho Valencia,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma,M,Colombia,NA,NA,NA,In eternum,16,15 de Mai de 1905,1905-05-15,1905-05-15,1905-06-01,17,Poema,,NA,A Sor Margarita de Tracia,,NA,,2,NA,NA,NA,
Lectura Amena,189,"Echagüe, Francisco",,,https://es.wikipedia.org/wiki/Francisco_Xavier_de_Echag%C3%BCe,M,España,NA,NA,NA,Los mendigos de la calle de Atocha,16,15 de Mai de 1905,1905-05-15,1905-05-15,1905-06-01,17,Cuento,,NA,NA,,NA,,5,NA,NA,NA,
Lectura Amena,190,"Cano, Fidel",,,http://viaf.org/viaf/56417474/ ,M,Colombia,NA,NA,NA,A la Srta. Mercedes Duque,16,15 de Mai de 1905,1905-05-15,1905-05-15,1905-06-01,17,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,191,"Tolstói, Lev Nikoláievich ",,,https://es.wikipedia.org/wiki/Le%C3%B3n_Tolst%C3%B3i,M,Rusia,NA,NA,NA,Malachka y Akulina,16,15 de Mai de 1905,1905-05-15,1905-05-15,1905-06-01,17,Cuento,,NA,NA,,NA,,3,NA,NA,NA,
Lectura Amena,192,"Vélez, Salvador",,,NA,M,Colombia,NA,NA,NA,Siempre,16,15 de Mai de 1905,1905-05-15,1905-05-15,1905-06-01,17,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,193,"Jaramillo, Bernardo",,,NA,M,Colombia,NA,NA,NA,Sugestión,16,15 de Mai de 1905,1905-05-15,1905-05-15,1905-06-01,17,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,194,"Vives Guerra, Julio",,,https://d-nb.info/gnd/1204289530 ,M,Colombia,NA,NA,NA,Crónica volandera,16,15 de Mai de 1905,1905-05-15,1905-05-15,1905-06-01,17,Opinión,,NA,NA,,NA,,4,NA,NA,NA,
Lectura Amena,195,"Cano, Luis",director,,NA,M,Colombia,NA,NA,NA,Ignacio Cano,16,15 de Mai de 1905,1905-05-15,1905-05-15,1905-06-01,17,Obituario,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,196,"Alba, E.",,,NA,M,Colombia,NA,NA,NA,Julio Flórez,16,15 de Mai de 1905,1905-05-15,1905-05-15,1905-06-01,17,Obituario,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,197,Anónimo,,,NA,M,NA,NA,NA,NA,De todo,16,15 de Mai de 1905,1905-05-15,1905-05-15,1905-06-01,17,Noticias,,NA,NA,,NA,,NA,NA,NA,NA,
Lectura Amena,198,"Urrecha, Federico ",,,https://es.wikipedia.org/wiki/Federico_Urrecha,M,España,NA,NA,NA,Tinita,17,1 de Juni de 1905,1905-06-01,1905-06-01,1905-06-18,17,Cuento,,NA,NA,,NA,,6,NA,NA,NA,
Lectura Amena,199,"Nieto, Ricardo",,,https://enciclopedia.banrepcultural.org/index.php/Ricardo_Nieto ,M,Colombia,NA,NA,NA,Canción de invierno,17,1 de Juni de 1905,1905-06-01,1905-06-01,1905-06-18,17,Poema,,NA,Para Luis Cano,,NA,,2,NA,NA,NA,
Lectura Amena,200,"Dicenta, Joaquín",,,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Dicenta,M,España,1862,1917,NA,El monumento,17,1 de Juni de 1905,1905-06-01,1905-06-01,1905-06-18,17,Opinión,,NA,NA,,NA,,3,NA,NA,NA,
Lectura Amena,201,"Maya, Juan Antonio",,,https://www.eltiempo.com/archivo/documento/MAM-555010,M,Colombia,NA,NA,NA,Apoteosis,17,1 de Juni de 1905,1905-06-01,1905-06-01,1905-06-18,17,Poema,,NA,A Víctor Londoño,,NA,,3,NA,NA,NA,
Lectura Amena,202,"Castro, Alfonso",,,NA,M,Colombia,NA,NA,NA,Cristalización (*),17,1 de Juni de 1905,1905-06-01,1905-06-01,1905-06-18,17,Cuento,,NA,NA,,NA,,6,NA,NA,NA,
Lectura Amena,203,"Marín, Abel",,,NA,M,Colombia,NA,NA,NA,Cavatina,17,1 de Juni de 1905,1905-06-01,1905-06-01,1905-06-18,17,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,204,"Lizardo, Pedro",,,NA,M,Colombia,NA,NA,NA,La procesión,17,1 de Juni de 1905,1905-06-01,1905-06-01,1905-06-18,17,Poema en prosa,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,205,"Cano, Antonio José ",,,https://1library.co/article/antonio-cano-tres-personajes-fundamentales-cano-pel%C3%A1ez-isaza.yr2dxopz,M,Colombia,1874,1942,NA,Del álbum de Leticia Velásquez,17,1 de Juni de 1905,1905-06-01,1905-06-01,1905-06-18,17,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,206,"Carrasquilla, Tomás",,,http://viaf.org/viaf/49272874 ,M,Colombia,NA,NA,NA,Es copia,17,1 de Juni de 1905,1905-06-01,1905-06-01,1905-06-18,17,s.d.,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,207,"Gómez Carrillo, Enrique",,,https://es.wikipedia.org/wiki/Enrique_G%C3%B3mez_Carrillo,M,Guatemala,1873,1927,NA,Una alma rusa,17,1 de Juni de 1905,1905-06-01,1905-06-01,1905-06-18,17,Cuento,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,208,"Vives Guerra, Julio",,,https://d-nb.info/gnd/1204289530 ,M,Colombia,NA,NA,NA,Carnaval,17,1 de Juni de 1905,1905-06-01,1905-06-01,1905-06-18,17,Poema,,NA,Para Samuel Ángel,,NA,,2,NA,NA,NA,
Lectura Amena,209,"Vives Guerra, Julio",,,https://d-nb.info/gnd/1204289530 ,M,Colombia,NA,NA,NA,Crónica volandera,17,1 de Juni de 1905,1905-06-01,1905-06-01,1905-06-18,17,Opinión,,NA,NA,,NA,,4,NA,NA,NA,
Lectura Amena,210,Anónimo,,,NA,M,NA,NA,NA,NA,De todo,17,1 de Juni de 1905,1905-06-01,1905-06-01,1905-06-18,17,Noticias,,NA,NA,,NA,,NA,NA,NA,NA,
Lectura Amena,211,"Montoya Pérez, Rafael",,,NA,M,Colombia,NA,NA,NA,Besos y rezos,18,18 de Juni de 1905,1905-06-18,1905-06-18,1905-06-18,0,Cuento,,NA,NA,,NA,,5,NA,NA,NA,
Lectura Amena,212,"Nieto, Ricardo",,,https://enciclopedia.banrepcultural.org/index.php/Ricardo_Nieto ,M,Colombia,NA,NA,NA,Ninón,18,18 de Juni de 1905,1905-06-18,1905-06-18,1905-07-15,27,Poema,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,213,"Marín, Abel",,,NA,M,Colombia,NA,NA,NA,Noches de luna,18,18 de Juni de 1905,1905-06-18,1905-06-18,1905-07-15,27,Poema,,NA,Para mi hermano Aníbal,,NA,,3,NA,NA,NA,
Lectura Amena,214,"Farina, Abel",,,https://viaf.org/viaf/26701362/ ,M,Colombia,NA,NA,NA,Ritornelos,18,18 de Juni de 1905,1905-06-18,1905-06-18,1905-07-15,27,Poema,,NA,Para un álbum,,NA,,2,NA,NA,NA,
Lectura Amena,215,"Dicenta, Joaquín",,,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Dicenta,M,España,1862,1917,NA,El tío Gervasio,18,18 de Juni de 1905,1905-06-18,1905-06-18,1905-07-15,27,Cuento,,NA,NA,,NA,,5,NA,NA,NA,
Lectura Amena,216,"Blanco, Héctor",,,NA,M,Colombia,NA,NA,NA,Simbólica,18,18 de Juni de 1905,1905-06-18,1905-06-18,1905-07-15,27,Poema,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,217,"Darío, Rubén",,,https://es.wikipedia.org/wiki/Rub%C3%A9n_Dar%C3%ADo,M,Nicaragua,1867,1916,NA,La canción del oro,18,18 de Juni de 1905,1905-06-18,1905-06-18,1905-07-15,27,Cuento,,NA,NA,,NA,,3,NA,NA,NA,
Lectura Amena,218,"Valencia, Francisco",,Pacho Valencia,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma,M,Colombia,NA,NA,NA,Pecadora,18,18 de Juni de 1905,1905-06-18,1905-06-18,1905-07-15,27,Poema,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,219,"Vélez, Salvador",,,NA,M,Colombia,NA,NA,NA,Confidencia,18,18 de Juni de 1905,1905-06-18,1905-06-18,1905-07-15,27,Cuento,,NA,NA,,NA,,5,NA,NA,NA,
Lectura Amena,220,"Carvajal, M.A.",,,NA,M,Colombia,NA,NA,NA,Simbolismos de la floresta,18,18 de Juni de 1905,1905-06-18,1905-06-18,1905-07-15,27,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,221,"Rusiñol, Santiago ",,,https://es.wikipedia.org/wiki/Santiago_Rusi%C3%B1ol,M,España,NA,NA,NA,Blanca y negro,18,18 de Juni de 1905,1905-06-18,1905-06-18,1905-07-15,27,Cuento,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,222,Anónimo,,,NA,M,NA,NA,NA,NA,De todo,18,18 de Juni de 1905,1905-06-18,1905-06-18,1905-07-15,27,Noticias,,NA,NA,,NA,,NA,NA,NA,NA,
Lectura Amena,223,"Tablada, José Juan",,,https://es.wikipedia.org/wiki/Jos%C3%A9_Juan_Tablada,M,México,NA,NA,NA,Fuegos artificiales,19 y 20,15 de Juli de 1905,1905-07-15,1905-07-15,1905-08-15,31,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,224,"Gómez, Efe",,,https://www.wikidata.org/wiki/Q5347197 ,M,Colombia,NA,NA,NA,Corazón de mujer,19 y 20,15 de Juli de 1905,1905-07-15,1905-07-15,1905-08-15,31,Cuento,,NA,NA,,NA,,7,NA,NA,NA,
Lectura Amena,225,"Jaramillo Arango, Roberto ",,,https://www.wikidata.org/wiki/Q52156387 ,M,Colombia,NA,NA,NA,Inmaculada,19 y 20,15 de Juli de 1905,1905-07-15,1905-07-15,1905-08-15,31,Poema,,NA,NA,,NA,,5,NA,NA,NA,
Lectura Amena,226,"Casal, Julián del",,,https://es.wikipedia.org/wiki/Juli%C3%A1n_del_Casal,M,Cuba,NA,NA,NA,La última ilusión,19 y 20,15 de Juli de 1905,1905-07-15,1905-07-15,1905-08-15,31,Cuento,,NA,NA,,NA,,4,NA,NA,NA,
Lectura Amena,227,"Pombo, Rafael",,,https://es.wikipedia.org/wiki/Rafael_Pombo,M,Colombia,1833,1912,72,De noche,19 y 20,15 de Juli de 1905,1905-07-15,1905-07-15,1905-08-15,31,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,228,"Gómez Carrillo, Enrique",,,https://es.wikipedia.org/wiki/Enrique_G%C3%B3mez_Carrillo,M,Guatemala,1873,1927,NA,Psicopatia,19 y 20,15 de Juli de 1905,1905-07-15,1905-07-15,1905-08-15,31,Cuento,,NA,NA,,NA,,5,NA,NA,NA,
Lectura Amena,229,"Bobadilla, Emilio",,,https://es.wikipedia.org/wiki/Emilio_Bobadilla,M,Cuba,NA,NA,NA,Anarquismo embrionario,19 y 20,15 de Juli de 1905,1905-07-15,1905-07-15,1905-08-15,31,Poema,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,230,"Villegas, Aquilino ",,,http://viaf.org/viaf/6446286 ,M,Colombia,NA,NA,NA,Nocturno,19 y 20,15 de Juli de 1905,1905-07-15,1905-07-15,1905-08-15,31,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,231,"Gorki, Maksim",,,https://es.wikipedia.org/wiki/M%C3%A1ximo_Gorki,M,Rusia,NA,NA,NA,Coloquio con la vida,19 y 20,15 de Juli de 1905,1905-07-15,1905-07-15,1905-08-15,31,Cuento,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,232,"Cano, Luis",director,,NA,M,Colombia,NA,NA,NA,Amado Nervo,19 y 20,15 de Juli de 1905,1905-07-15,1905-07-15,1905-08-15,31,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,233,"Taunay, Vizconde de",,,https://es.wikipedia.org/wiki/Vizconde_de_Taunay,M,Brasil,NA,NA,NA,El lazarino,19 y 20,15 de Juli de 1905,1905-07-15,1905-07-15,1905-08-15,31,Cuento,,NA,NA,,NA,,3,NA,NA,NA,
Lectura Amena,234,"Asunción Silva, José",,,http://viaf.org/viaf/39409953 ,M,Colombia,NA,NA,NA,"De ""Gotas amargas"" Filosofías",19 y 20,15 de Juli de 1905,1905-07-15,1905-07-15,1905-08-15,31,Poema,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,235,"Bernal, Luis A.",,,NA,M,s.d.,NA,NA,NA,Causerie,19 y 20,15 de Juli de 1905,1905-07-15,1905-07-15,1905-08-15,31,Cuento,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,236,"Solano Patiño, José",,,https://www.ramhg.es/images/stories/pdf/genealogia-articulos/diccionario-de-antioquenos.pdf,M,Colombia,NA,NA,NA,Ninón,19 y 20,15 de Juli de 1905,1905-07-15,1905-07-15,1905-08-15,31,Poema,,NA,A Carlos Macía,,NA,,2,NA,NA,NA,
Lectura Amena,237,"Donato Navarro, M.",,,NA,M,Colombia,NA,NA,NA,Aguilas negras,19 y 20,15 de Juli de 1905,1905-07-15,1905-07-15,1905-08-15,31,Poema,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,238,"Lisle, Leconte de",,,https://es.wikipedia.org/wiki/Leconte_de_Lisle,M,Francia,NA,NA,NA,El fin del hombre,19 y 20,15 de Juli de 1905,1905-07-15,1905-07-15,1905-08-15,31,Cuento,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,239,"Gamboa, Isaías",,,https://viaf.org/viaf/88981930,M,Colombia,NA,NA,NA,Stella,19 y 20,15 de Juli de 1905,1905-07-15,1905-07-15,1905-08-15,31,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,240,"Merizalde, Antonio",,,https://www.ramhg.es/images/stories/pdf/genealogia-articulos/diccionario-de-antioquenos.pdf,M,Colombia,NA,NA,NA,Flor de carne,19 y 20,15 de Juli de 1905,1905-07-15,1905-07-15,1905-08-15,31,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,241,"Dicenta, Joaquín",,,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Dicenta,M,España,1862,1917,NA,El idilio de la noche,19 y 20,15 de Juli de 1905,1905-07-15,1905-07-15,1905-08-15,31,Cuento,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,242,"Farina, Abel",,,https://viaf.org/viaf/26701362/ ,M,Colombia,NA,NA,NA,Exótica,19 y 20,15 de Juli de 1905,1905-07-15,1905-07-15,1905-08-15,31,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,243,"Vives Guerra, Julio",,,https://d-nb.info/gnd/1204289530 ,M,Colombia,NA,NA,NA,Crónica volandera,19 y 20,15 de Juli de 1905,1905-07-15,1905-07-15,1905-08-15,31,Opinión,,NA,NA,,NA,,3,NA,NA,NA,
Lectura Amena,244,Anónimo,,,NA,M,NA,NA,NA,NA,Coronación de Pombo,19 y 20,15 de Juli de 1905,1905-07-15,1905-07-15,1905-08-15,31,Homenaje,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,245,Anónimo,,,NA,M,NA,NA,NA,NA,Kundry,19 y 20,15 de Juli de 1905,1905-07-15,1905-07-15,1905-08-15,31,Reseña de libro,,NA,NA,Kundry de Gabriel Latorre,NA,,1,NA,NA,NA,
Lectura Amena,246,"Marín, Abel",,,NA,M,Colombia,NA,NA,NA,Vencido,21,15 de August de 1905,1905-08-15,1905-08-15,1905-09-01,17,Poema,,NA,Para Don Fidel Cano,,NA,,2,NA,NA,NA,
Lectura Amena,247,"Farina, Abel",,,https://viaf.org/viaf/26701362/ ,M,Colombia,NA,NA,NA,La abuelita,21,15 de August de 1905,1905-08-15,1905-08-15,1905-09-01,17,Poema,,NA,Para Lectura Amena,,NA,,2,NA,NA,NA,
Lectura Amena,248,"Talero, Eduardo",,,http://viaf.org/viaf/115056454 ,M,Colombia,NA,NA,NA,En tu alcoba,21,15 de August de 1905,1905-08-15,1905-08-15,1905-09-01,17,Poema,,NA,NA,,NA,,3,NA,NA,NA,
Lectura Amena,249,"Gómez Carrillo, Enrique",,,https://es.wikipedia.org/wiki/Enrique_G%C3%B3mez_Carrillo,M,Guatemala,1873,1927,NA,La nostalgia del dolor,21,15 de August de 1905,1905-08-15,1905-08-15,1905-09-01,17,Cuento,,NA,NA,,NA,,4,NA,NA,NA,
Lectura Amena,250,"Flórez, Julio",,,https://es.wikipedia.org/wiki/Julio_Fl%C3%B3rez,M,Colombia,1867,1923,NA,Silencio Santo,21,15 de August de 1905,1905-08-15,1905-08-15,1905-09-01,17,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,251,"Fernández García, Alejandro",,,http://biblioteca.utec.edu.sv/siabsb7/siab/opac3_multiple/verdetalle.php?idobra=87767&searchType=Antolog%EDa%20del%20cuento%20moderno%20venezolano%20:%20(1895-1935)&sortBy=default&sfrase=default,M,Venezuela,NA,NA,NA,Los naufragos,21,15 de August de 1905,1905-08-15,1905-08-15,1905-09-01,17,Cuento,,NA,A J. M. Herrera Irigoyen,,NA,,5,NA,NA,NA,
Lectura Amena,252,"Darío, Rubén",,,https://es.wikipedia.org/wiki/Rub%C3%A9n_Dar%C3%ADo,M,Nicaragua,1867,1916,NA,Letanía de N.S.D. Quijote,21,15 de August de 1905,1905-08-15,1905-08-15,1905-09-01,17,Poema,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,253,"Ugarte, Manuel",,,https://es.wikipedia.org/wiki/Manuel_Baldomero_Ugarte,M,Argentina,NA,NA,NA,La intelectualidad sud-americana,21,15 de August de 1905,1905-08-15,1905-08-15,1905-09-01,17,Ensayo,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,254,Anónimo,,,NA,M,NA,NA,NA,NA,Las dos rosas,21,15 de August de 1905,1905-08-15,1905-08-15,1905-09-01,17,Poema,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,255,"Huysmans, Joris-Karl",,,http://viaf.org/viaf/41841635 ,M,Francia,NA,NA,NA,El conductor de omnibus,21,15 de August de 1905,1905-08-15,1905-08-15,1905-09-01,17,Cuento,,NA,NA,,NA,,3,NA,NA,NA,
Lectura Amena,256,"Greiff, Luis de",,L. de G.,NA,M,Colombia,NA,NA,NA,Coronación de Pombo,21,15 de August de 1905,1905-08-15,1905-08-15,1905-09-01,17,Nota crítica,,NA,NA,,NA,,3,NA,NA,NA,
Lectura Amena,257,"Pombo, Rafael",,,https://es.wikipedia.org/wiki/Rafael_Pombo,M,Colombia,1833,1912,72,El despertar de Adán,21,15 de August de 1905,1905-08-15,1905-08-15,1905-09-01,17,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,258,"Pombo, Rafael",,,https://es.wikipedia.org/wiki/Rafael_Pombo,M,Colombia,1833,1912,72,Elvira Tracy,21,15 de August de 1905,1905-08-15,1905-08-15,1905-09-01,17,Poema,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,259,Anónimo,,,NA,M,NA,NA,NA,NA,De todo,21,15 de August de 1905,1905-08-15,1905-08-15,1905-09-01,17,Noticias,,NA,NA,,NA,,NA,NA,NA,NA,
Lectura Amena,260,"Gómez Carrillo, Enrique",,,https://es.wikipedia.org/wiki/Enrique_G%C3%B3mez_Carrillo,M,Guatemala,1873,1927,NA,Después del divorcio,22,1 de September de 1905,1905-09-01,1905-09-01,1905-09-15,14,Cuento,,NA,NA,,NA,,4,NA,NA,NA,
Lectura Amena,261,"Nieto, Ricardo",,,https://enciclopedia.banrepcultural.org/index.php/Ricardo_Nieto ,M,Colombia,NA,NA,NA,Eco triste,22,1 de September de 1905,1905-09-01,1905-09-01,1905-09-15,14,Poema,,NA,NA,,NA,,1,NA,NA,NA,
Lectura Amena,262,"Merizalde, Antonio",,,https://www.ramhg.es/images/stories/pdf/genealogia-articulos/diccionario-de-antioquenos.pdf,M,Colombia,NA,NA,NA,Blanco y rojo,22,1 de September de 1905,1905-09-01,1905-09-01,1905-09-15,14,Poema,,NA,Para Abel Farina,,NA,,2,NA,NA,NA,
Lectura Amena,263,"Michaud-D'Hamiae, L.",,,NA,M,Francia,NA,NA,NA,La caperucita azul,22,1 de September de 1905,1905-09-01,1905-09-01,1905-09-15,14,Cuento,,NA,Traducido para la caperucita blanca Leticia Velásquez,,NA,,3,NA,NA,NA,
Lectura Amena,264,"Grillo, Maximiliano ",,,https://biblioteca.academiahistoria.org.co/pmb/opac_css/index.php?lvl=author_see&id=13640,M,Colombia,1868,1949,NA,Anima rerum,22,1 de September de 1905,1905-09-01,1905-09-01,1905-09-15,14,Poema,,NA,NA,,NA,,2,NA,NA,NA,
Lectura Amena,265,"Zolá, Emile",,,https://viaf.org/viaf/32004502/ ,M,Francia,NA,NA,NA,En un cementerio,22,1 de September de 1905,1905-09-01,1905-09-01,1905-09-15,14,Cuento,,NA,NA,,NA,,3,NA,NA,NA,
Lectura Amena,266,"Pérez Zúñiga, Juan ",,,https://viaf.org/viaf/13639158,M,España,NA,NA,NA,Primavera incipiente,22,1 de September de 1905,1905-09-01,1905-09-01,1905-09-15,14,Poema,,NA,NA,,NA,,2,NA,NA,NA,
