"NombreR","NumContrib","Contributor","Roles","Seudonimo.x","Fuente","Sexo","PaisOrigen.y","Nacimiento","Muerte","Titulo","NumFasciculo","Fecha","Traduccion","Traductor","Lengua","LenguaOriginal","Tipo","TipoIndice","Dedicatoria","ObrasResenadas","CantidadPaginas","Paginacion","Comentarios"
"Panida","261","Sandino, Adeoldato",NA,NA,NA,NA,NA,NA,NA,"Agua Maravillosa del Harem","8","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","262","Anónimo",NA,NA,NA,NA,NA,NA,NA,"""Panida""","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","263","González Blanco, Andrés","Creador",NA,"https://d-nb.info/gnd/1034436546","M","España","1886","1924","Los poetas de América","9","1915","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"2","129-130",""
"Panida","264","Restrepo Rivera, José","Creador",NA,"https://d-nb.info/gnd/1056359714","M","Colombia","1886","1958","Dulce tristeza","9","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","131",""
"Panida","265","Valencia, Guillermo","Creador",NA,"https://www.wikidata.org/wiki/Q2880050","M","Colombia","1873","1943","Mis votos","9","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"2","132-133",""
"Panida","266","d'Ors, Eugenio","Creador",NA,"https://es.wikipedia.org/wiki/Eugenio_d%27Ors","M","España","1881","1954","Junio","9","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","134",""
"Panida","267","Vasco Gutiérrez, Eduardo","Creador","Alhy CAVATINI","QeQ Venezuela; Echavarria","M","Colombia","1894","1982","Rimas del alma","9","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","135",""
"Panida","268","Miró, Gabriel","Creador",NA,"http://viaf.org/viaf/29542991","M","España","1879","1930","Parábola del Pino","9","1915","No",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,"3","136-138",""
"Panida","269","Anónimo","Creador","Aurelio ZALDIVAR",NA,NA,NA,NA,NA,"El alma de la hora","9","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","139",""
"Panida","270","González Ochoa, Fernando","Creador",NA,"http://viaf.org/viaf/87363343","M","Colombia","1895","1964","Meditaciones","9","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"2","139-140",""
"Panida","271","Silva, José Asunción","Creador",NA,"http://viaf.org/viaf/39409953","M","Colombia","1865","1896","Futura","9","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"2","141-142",""
"Panida","272","Díez-Canedo, Enrique","Creador",NA,"http://viaf.org/viaf/59091986","M","España","1879","1944","Watteau","9","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","142",""
"Panida","273","Rusiñol, Santiago","Creador",NA,"https://es.wikipedia.org/wiki/Santiago_Rusi%C3%B1ol","M","España","1861","1931",NA,"9","1915","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"1","143",""
"Panida","274","Redacción","Creador","⁂",NA,NA,NA,NA,NA,"Noche serena","9","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"2","143-144",""
"Panida","275","Redacción","Creador","⁂",NA,NA,NA,NA,NA,"José A. Silva","9","1915","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"1","144",""
"Panida","276","Anónimo",NA,NA,NA,NA,NA,NA,NA,"Almacén británico","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","277","Rodríguez E., Carlos E.",NA,NA,NA,NA,NA,NA,NA,"Fábrica de Carlos E. Rodríguez E.","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","278","Anónimo",NA,NA,NA,NA,NA,NA,NA,"Vino de Carne Quinado","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","279","Anónimo",NA,NA,NA,NA,NA,NA,NA,"Los fósforos ""Olano""","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","280","Anónimo",NA,NA,NA,NA,NA,NA,NA,"La reina","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","281","Anónimo",NA,NA,NA,NA,NA,NA,NA,"Light, more light…","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","282","Anónimo",NA,NA,NA,NA,NA,NA,NA,"Las artes religiosas","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","283","Anónimo",NA,NA,NA,NA,NA,NA,NA,"Osorio-Ángel Ingenieros","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","284","Anónimo",NA,NA,NA,NA,NA,NA,NA,"Estudio y montaje de plantas eléctricas","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","285","Anónimo",NA,NA,NA,NA,NA,NA,NA,"El espectador","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","286","Anónimo",NA,NA,NA,NA,NA,NA,NA,"Progreso","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","287","Anónimo",NA,NA,NA,NA,NA,NA,NA,"El correo liberal","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","288","Anónimo",NA,NA,NA,NA,NA,NA,NA,"Dibujo-pintura-grabado","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","289","Anónimo",NA,NA,NA,NA,NA,NA,NA,NA,"9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","290","Anónimo",NA,NA,NA,NA,NA,NA,NA,"Vino de Carne Quinado","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","291","Anónimo",NA,NA,NA,NA,NA,NA,NA,"Los fósforos ""Olano""","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","292","Anónimo",NA,NA,NA,NA,NA,NA,NA,"La reina","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","293","Anónimo",NA,NA,NA,NA,NA,NA,NA,"Teodomiro Isaza","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,"Dibujo y pintura [esta publicidad se repite en otros números]"
"Panida","294","Anónimo",NA,NA,NA,NA,NA,NA,NA,"Almacén británico","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","295","Rodríguez E., Carlos E.",NA,NA,NA,NA,NA,NA,NA,"Fábrica de Carlos E. Rodríguez E.","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","296","Escobar Uribe, Jorge",NA,NA,"https://d-nb.info/gnd/1057132020","M","Colombia","1886","1919","Librería Restrepo","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","297","Escobar Uribe, Jorge",NA,NA,"https://d-nb.info/gnd/1057132020","M","Colombia","1886","1919","Imprenta Editorial","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","298","Cano Torres, Antonio José",NA,NA,"Sánchez: Diccionario","M","Colombia","1874","1942","Diccionario Salvat","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","299","Sandino, Adeoldato",NA,NA,NA,NA,NA,NA,NA,"Agua Maravillosa del Harem","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","300","Benavente, Jacinto","Creador",NA,"http://viaf.org/viaf/64015709","M","España","1866","1954","La senda del amor","10","1915","No",NA,"Español",NA,"Teatro",NA,NA,NA,"4","145-148",""
"Panida","301","Mejía Arango, Félix","Creador","C. R. Pino","https://d-nb.info/gnd/1204088721","M","Colombia","1894","1978","Allá en el cielo","10","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","148",""
"Panida","302","Mejía Ángel, Gustavo","Creador",NA,"González/Zafir; Sánchez: Diccionario Autores Antioqueños","M","Colombia","1886","","Las canciones del recuerdo","10","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","149",""
"Panida","303","Parra Toro, Libardo","Creador",NA,"https://www.wikidata.org/wiki/Q6139090","M","Colombia","1898","1954","De gitanería","10","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","150",""
"Panida","304","González Ochoa, Fernando","Creador","Juan Matías","http://viaf.org/viaf/87363343","M","Colombia","1895","1964","Desde mi tinglado","10","1915","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"1","151-152",""
"Panida","305","Rendón, Ricardo","Creador","Daniel ZEGRI","https://www.wikidata.org/wiki/Q4500523","M","Colombia","1894","1931","Soneto","10","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","153",""
"Panida","306","Darío, Rubén","Creador",NA,"https://es.wikipedia.org/wiki/Rub%C3%A9n_Dar%C3%ADo","M","Nicaragua","1867","1916","Dream","10","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","154",""
"Panida","307","Márquez Bravo, Tomás","Creador",NA,"http://viaf.org/viaf/7767158127396815150001","M","Colombia","1890","1940","La cartera de Andrés","10","1915","No",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,"1","155",""
"Panida","308","Marquina, Eduardo","Creador",NA,"https://www.wikidata.org/wiki/Q686570","M","España","1879","1946","Elegía","10","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","156",""
"Panida","309","Vasco Gutiérrez, Eduardo","Creador","Alhy CAVATINI","QeQ Venezuela; Echavarria","M","Colombia","1894","1982","Versos a Magda","10","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","157",""
"Panida","310","Darío, Rubén","Creador",NA,"https://es.wikipedia.org/wiki/Rub%C3%A9n_Dar%C3%ADo","M","Nicaragua","1867","1916","Caupolican","10","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","158",""
"Panida","311","Darío, Rubén","Creador",NA,"https://es.wikipedia.org/wiki/Rub%C3%A9n_Dar%C3%ADo","M","Nicaragua","1867","1916","Margarita","10","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","158",""
"Panida","312","Martínez Ruiz, José","Creador",NA,"http://viaf.org/viaf/2479761","M","España","1873","1967",NA,"10","1915","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"1","159",""
"Panida","313","Redacción","Creador","⁂",NA,NA,NA,NA,NA,"La nueva edición de las obras de Rubén Darío","10","1915","No",NA,"Español",NA,"Reseña",NA,NA,"Muy siglo XVIII; Muy antiguo y muy moderno; Audaz, cosmopolita; Una sed de ilusiones infinita; Canto a la Argentina.","2","158-159",""
"Panida","314","Redacción","Creador","⁂",NA,NA,NA,NA,NA,"Revista","10","1915","No",NA,"Español",NA,"Reseña de revista",NA,NA,"Cultura; Revista moderna; Alpha; Lauros; La Pluma; Alianza; Alma nueva.","1","160",""
"Panida","315","Redacción","Creador","⁂",NA,NA,NA,NA,NA,NA,"10","1915","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"1","160",""
"Panida","316","Anónimo",NA,NA,NA,NA,NA,NA,NA,"""Panida""","10","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Revista Contemporánea","1","Sanín Cano, Baldomero","Editor",NA,"https://es.wikipedia.org/wiki/Baldomero_San%C3%ADn_Cano","M","Colombia","1861","1957","Porvenir del Castellano","1","Octubre de 1904","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"17.3","1--18",NA
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,NA,NA,NA,NA,"1","Octubre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.2","18",NA
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,NA,NA,NA,NA,"1","Octubre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.2","19",NA
"Revista Contemporánea",NA,"Valencia, Francisco","Creador","Pacho Valencia","Rendón 400","M","España","","1932","Sugestiones","1","Octubre de 1904","No",NA,"Español",NA,"Poesía",NA,NA,NA,"2.7","19-21",NA
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,NA,NA,NA,NA,"1","Octubre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.1","21",NA
"Revista Contemporánea",NA,"Uribe, Diego","Creador",NA,"https://d-nb.info/gnd/1248757866","M","Colombia","1867","1921","Paseo nocturno","1","Octubre de 1904","No",NA,"Español",NA,"Poesía",NA,"Cuervo, Emilio",NA,"2.4","22-24",NA
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,NA,NA,NA,NA,"1","Octubre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.2","25",NA
"Revista Contemporánea",NA,"Gaitán O, Gustavo","Creador",NA,NA,NA,NA,NA,NA,"Lucha suprema. Fragmento de un diario","1","Octubre de 1904","No",NA,"Español",NA,"Prosa Ficción","Fragmento",NA,NA,"21.3","25-47",NA
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,NA,NA,NA,NA,"1","Octubre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.5","47",NA
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,NA,NA,NA,NA,"1","Octubre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.3","48",NA
"Revista Contemporánea",NA,"d'Ors, Eugenio","Creador",NA,"https://es.wikipedia.org/wiki/Eugenio_d%27Ors","M","España","1881","1954","Nihil","1","Octubre de 1904","No",NA,"Español",NA,"Poesía",NA,NA,NA,"0.7","48",NA
"Revista Contemporánea",NA,"López, Ismael","Creador","Cornelio Hispanio","Nieto; Guimarães, Argeu: Diccionario bio-bibliographico brasileiro : de diplomacia, política externa e direito internacional. - Rio de Janeiro : Edição do autor, 1938.","M","Colombia","1880","1962","El atleta","1","Octubre de 1904","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","49",NA
"Revista Contemporánea",NA,"Bengoechea, Alfredo de","Creador",NA,"https://viaf.org/viaf/64249542","M","Colombia","1877","1954","Vieilles Tristesses","1","Octubre de 1904","No",NA,"Francés",NA,"Poesía",NA,"Régnier, Henri de ",NA,"2","50-51","Este autor colombiano adoptó la lengua francesa como medio de expresión al igula que Heredia. "
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,NA,NA,NA,NA,"1","Octubre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.3","52",NA
"Revista Contemporánea",NA,"Hinestroza Daza, Ricardo","Crítico",NA,"https://icaa.mfah.org/s/es/item/1088036#?c=&m=&s=&cv=&xywh=-163%2C-1%2C2524%2C1700","M","Colombia","1874","1963","""Emociones de la guerra""","1","Octubre de 1904","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"33.2","52-86","Este texto inicia con un epígrafe en francés e incluye, así mismo, varias citas en Francés. "
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,NA,NA,NA,NA,"1","Octubre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.5","86",NA
"Revista Contemporánea",NA,"Anónimo","Reseñista",NA,NA,NA,NA,NA,NA,"Cartas de un oficial chino","1","Octubre de 1904","No",NA,"Español",NA,"Reseña","Notas",NA,"Cartas de un oficial chino","2.6","87-89",NA
"Revista Contemporánea",NA,"Anónimo","Reseñista",NA,NA,NA,NA,NA,NA,"Inocencia","1","Octubre de 1904","No",NA,"Español",NA,"Reseña","Notas",NA,"Inocencia de Francisco de Paula Rendón","2.4","89-91",NA
"Revista Contemporánea",NA,"D'Oribe, R.","Reseñista",NA,NA,NA,NA,NA,NA,"Les Arte de la Vie","1","Octubre de 1904","No",NA,"Español",NA,"Reseña de revista","Notas",NA,"Les Arte de la Vie","3.5","92-95","Reseña de revista francesa: transferencia internacional a través de la promoción de los textos de una revista fracesa de los que hacen comentarios. Esto  muestra que tenían acceso a dicah revista. La pregunta es, quién era la persona que los proveía de estas revistas?"
"Revista Contemporánea",NA,"D'Oribe, R.","Reseñista",NA,NA,NA,NA,NA,NA,"Revue Des Idées","1","Octubre de 1904","No",NA,"Español",NA,"Reseña de revista","Notas",NA,"Revue Des Idées","0.7","95-96","Reseña de revista francesa: en esta se confirman la recepción de la revista. Transferencia internacional directa."
"Revista Contemporánea",NA,"D'Oribe, R.","Reseñista",NA,NA,NA,NA,NA,NA,"Helios","1","Octubre de 1904","No",NA,"Español",NA,"Reseña de revista","Notas",NA,"Helios (de Madrid)","1.8","96-97","Reseña de la revista Helios de Madrid: aquí resaltan que esta revista haya publicado los poemas de Bengoechea en Francés, al igual que ellos. "
"Revista Contemporánea",NA,"Grillo, Maximiliano","Creador","Max Grillo","https://biblioteca.academiahistoria.org.co/pmb/opac_css/index.php?lvl=author_see&id=13640","M","Colombia","1868","1949","Literaturas en decadencia","2","Noviembre de 1904","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"20.5","98-119","Tiene un epígrafe de Remy de Gourmont. Funerales del estilo. Mercure, XI, 1902. Menciona, posiblemente de dónde lo ha sacado, Esto muestra que tenía acceso al Mercure."
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,NA,NA,NA,NA,"2","Noviembre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.5","119",NA
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,NA,NA,NA,NA,"2","Noviembre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.3","120",NA
"Revista Contemporánea",NA,"D'Annunzio, Gabriele","Creador",NA,"http://viaf.org/viaf/49220129","M","Kingdom of Italy","1863","1938","Mujeres","2","Noviembre de 1904","Sí","Valencia, Guillermo","Español","Italiano","Poesía",NA,NA,NA,"1.7","120-121","Traducción del libro Laus Vitae"
"Revista Contemporánea",NA,"D'Annunzio, Gabriele","Creador",NA,"http://viaf.org/viaf/49220129","M","Kingdom of Italy","1863","1938","Le Donne","2","Noviembre de 1904","No",NA,"Italiano",NA,"Poesía",NA,NA,NA,"1.7","122-123","""A fin de que los lectores puedan entenden apreciar mejor la fidelidad inteligente de esta versión, se publica en seguida el original de ella"" Nota del Redactor. En esta nota y la publicación de este texto hay una idea explicita sobre la traducción. Además de ello hay una dinámica de transferencia desde el texto traducido, pero también desde el original. Esto denota el tipo de lector al que estaba dirigido la revista. "
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,NA,NA,NA,NA,"2","Noviembre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.3","123",NA
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,NA,NA,NA,NA,"2","Noviembre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.3","124",NA
"Revista Contemporánea",NA,"García Ortiz, Laureano","Creador",NA,"https://www.wikidata.org/wiki/Q5971756","M","Colombia","1867","1945","Fantasía de un bibliófilo","2","Noviembre de 1904","No",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,"15.7","124-140",NA
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,NA,NA,NA,NA,"2","Noviembre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.1","141",NA
"Revista Contemporánea",NA,"Gómez Restrepo, Antonio María","Creador",NA,"https://es.wikipedia.org/wiki/Antonio_G%C3%B3mez_Restrepo","M","Colombia","1869","1947","El bautismo de pisa","2","Noviembre de 1904","No",NA,"Español",NA,"Poesía",NA,"Uribe, Diego",NA,"0.9","141",NA
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,NA,NA,NA,NA,"2","Noviembre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.1","142",NA
"Revista Contemporánea",NA,"Gómez Restrepo, Antonio María","Creador",NA,"https://es.wikipedia.org/wiki/Antonio_G%C3%B3mez_Restrepo","M","Colombia","1869","1947","Santa Cecilia","2","Noviembre de 1904","No",NA,"Español",NA,"Poesía",NA,NA,NA,"0.9","142",NA
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,NA,NA,NA,NA,"2","Noviembre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.1","173",NA
"Revista Contemporánea",NA,"Carvajal, Manuel Antonio","Creador",NA,"Nieto; Ospina; Sánchez: Diccionario","M","Colombia","1886","1942","Simbolismos de la floresta. I. El lirio","2","Noviembre de 1904","No",NA,"Español",NA,"Poesía",NA,NA,NA,"0.9","143",NA
"Revista Contemporánea",NA,"Carvajal, Manuel Antonio","Creador",NA,"Nieto; Ospina; Sánchez: Diccionario","M","Colombia","1886","1942","Simbolismos de lafloresta. II. Orquidea solitaria","2","Noviembre de 1904","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","144",NA
"Revista Contemporánea",NA,"Anónimo","Creador",NA,NA,NA,NA,NA,NA,"El impresionismo en Bogotá","2","Noviembre de 1904","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"10.5","1445-156",NA
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,NA,NA,NA,NA,"2","Noviembre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.5","156","Esta imagen ha aparecido anteriormente. Verificar en qué paginas"
"Revista Contemporánea",NA,"Anónimo","Reseñista","R.H.D.",NA,NA,NA,NA,NA,"La Revue des Idees","2","Noviembre de 1904","No",NA,"Español",NA,"Reseña de revista","Notas",NA,"La Revue des Idees (revista de parisina)","15.3","157-173","Transferencias: en este texto se resumen los artículos de la Revue Des Idees. Esto da cuenta, primero del acceso a la revista. Segundo del conocimiento del idioma. Tercero de los textos que quieren presentar (para tener clara esta idea tengo que leer el texto completo)"
"Revista Contemporánea",NA,"Anónimo","Creador",NA,NA,NA,NA,NA,NA,"Los japoneses juzgados por un americano","2","Noviembre de 1904","Sí",NA,"Español","Inglés","Prosa No ficción","Notas",NA,NA,"1.4","174-175","Nota del editor ""Extractado de The Two Pacifics del Booklovers Magasine"" Buscar este periódico o revista para revisar el texto"
"Revista Contemporánea",NA,"Anónimo","Reseñista",NA,NA,NA,NA,NA,NA,"Ideas","2","Noviembre de 1904","No",NA,"Español",NA,"Reseña de revista","Notas",NA,"Ideas (Revista mensual argentina)","0.5","175-176",NA
"Revista Contemporánea",NA,"Rojas, Julio A","Creador",NA,NA,NA,NA,NA,NA,"El alma de la raza","2","Noviembre de 1904","No",NA,"Español",NA,"Prosa Ficción","Notas",NA,NA,"1.3","176-177",NA
"Revista Contemporánea",NA,"Anónimo","Creador",NA,NA,NA,NA,NA,NA,"Degeneración","2","Noviembre de 1904","No",NA,"Español",NA,"Prosa No ficción","Notas",NA,NA,"2.5","177-179",NA
"Revista Contemporánea",NA,"Anónimo","Reseñista",NA,NA,NA,NA,NA,NA,"Harpas en el silencio","2","Noviembre de 1904","No",NA,"Español",NA,"Reseña","Notas",NA,"Harpas en el silencio de Eugenio Díaz Romero","1","180","Transfrencia: Promoción y recomendación de autores"
"Revista Contemporánea",NA,"Díaz Romero, Eugenio","Creador",NA,NA,NA,NA,NA,NA,"Doliente","2","Noviembre de 1904","No",NA,"Español",NA,"Poesía","Notas",NA,NA,"0.5","181","Este es un poema del libro de Eugenio Díaz Romero que promocionan. Transferencia directa a través de la promoción de autores de otras latitudes"
"Revista Contemporánea",NA,"Heredia, Francisco de","Creador","Adarme",NA,NA,NA,NA,NA,"Opiniones del Bachiller Niemand","2","Noviembre de 1904","No",NA,"Español",NA,"Prosa No ficción","Notas",NA,NA,"4.8","181-186",NA
"Revista Contemporánea",NA,"Anónimo","Creador",NA,NA,NA,NA,NA,NA,"Salve","2","Noviembre de 1904","No",NA,"Español",NA,"Prosa No ficción","Notas",NA,NA,"0.7","186",NA
"Revista Contemporánea",NA,"Anónimo","Creador",NA,NA,NA,NA,NA,NA,NA,"2","Noviembre de 1904","No",NA,"Español",NA,"Prosa No ficción","Notas",NA,NA,"0.3","187","Nota de Rafael Reyes en el que saluda a los directores de la revista"
"Revista Contemporánea",NA,"La redacción","Creador",NA,NA,NA,NA,NA,NA,NA,"2","Noviembre de 1904","No",NA,"Español",NA,"Prosa No ficción","Notas",NA,NA,"0.3","187","Justificación de la publicación de la nota anterior. Reconocimiento"
"Revista Contemporánea",NA,"Sanín Cano, Baldomero","Editor","B.S.C.","https://es.wikipedia.org/wiki/Baldomero_San%C3%ADn_Cano","M","Colombia","1861","1957","Tierras lejanas","2","Noviembre de 1904","No",NA,"Español",NA,"Reseña","Notas",NA,"Tierras Lejanas de Emilio Cuervo Márquez","3","187-190",NA
"Revista Contemporánea",NA,"Anónimo","Reseñista",NA,NA,NA,NA,NA,NA,"pequeña ópera Lírica","2","Noviembre de 1904","No",NA,"Español",NA,"Reseña","Notas",NA,"Pequeña Ópera Lírica de Rufino Blanco Fombona","2.2","190-192","Transfrencia: Promoción y recomendación de autores"
"Revista Contemporánea",NA,"Anónimo","Creador",NA,NA,NA,NA,NA,NA,"Guillermo Valencia","2","Noviembre de 1904","No",NA,"Español",NA,"Prosa No ficción","Notas",NA,NA,"0.2","192","Nota resaltando la traducción de Guillermo Valerncua (Le Donna) que publicaron en este número"
"Revista Contemporánea",NA,"Sanín Cano, Baldomero","Editor",NA,"https://es.wikipedia.org/wiki/Baldomero_San%C3%ADn_Cano","M","Colombia","1861","1957","Revista Contemporánea. Publicación mensual","3","Diciembre de 1904","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"2",NA,"Información e índice de la revista"
"Revista Contemporánea",NA,"Sanín Cano, Baldomero","Editor",NA,"https://es.wikipedia.org/wiki/Baldomero_San%C3%ADn_Cano","M","Colombia","1861","1957","Pérez Triana. Escritor inglés","3","Diciembre de 1904","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"5","193-197",NA
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,NA,NA,NA,NA,"3","Diciembre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.2","198",NA
"Revista Contemporánea",NA,"Grillo, Maximiliano","Creador","Max Grillo","https://biblioteca.academiahistoria.org.co/pmb/opac_css/index.php?lvl=author_see&id=13640","M","Colombia","1868","1949","Sol lejano","3","Diciembre de 1904","No",NA,"Español",NA,"Poesía",NA,NA,NA,"0.8","198",NA
"Revista Contemporánea",NA,"Prudhomme, Sully","Creador",NA,"https://es.wikipedia.org/wiki/Sully_Prudhomme","M","Francia","1839","1907","Ici-Bas","3","Diciembre de 1904","Sí","Grillo, Maximiliano","Español","Francés","Poesía",NA,NA,NA,"1","199",NA
"Revista Contemporánea",NA,"Arce, Julio César","Creador",NA,"Ospina, Joaquín: Diccionario biográfico y bibliográfico de Colombia. - Bogotá : Cromos, 1927-1939; Sánchez López, Luis María: Diccionario de escritores colombianos. - 2a. ed. - Barcelona : Plaza & Janes, 1982","M","Colombia","1885","1927","Opacidades","3","Diciembre de 1904","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","200",NA
"Revista Contemporánea",NA,"Samper, Emilio","Creador",NA,NA,NA,NA,NA,NA,"Stéphaner Mallarmé","3","Diciembre de 1904","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"6","201-206",NA
"Revista Contemporánea",NA,"Pereira Gamba, Fortunato","Creador",NA,"https://www.wikidata.org/wiki/Q15430390","M","Colombia","1866","1936","Minas de esmeralda en Colombia","3","Diciembre de 1904","No",NA,"Español",NA,"Prosa No ficción","Capítulo de libro",NA,NA,"5.5","207-213",NA
