"NombreR","NumContrib","Contributor","Roles","Seudonimo","PaisOrigen","Titulo","NumFasciculo","Fecha","Traduccion","Traductor","Lengua","LenguaOriginal","Tipo","TipoIndice","Dedicatoria","ObrasResenadas","CantidadPaginas","Paginacion","Comentarios"
"Panida","185","Anónimo",NA,NA,"Colombia","La reina","6","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","186","Anónimo",NA,NA,"Colombia","Vino de Carne Quinado","6","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","187","Anónimo",NA,NA,"Colombia","Los fósforos ""Olano""","6","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","188","Gómez, L.",NA,NA,"Colombia","L. Gómez Cirujano dentista","6","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","189","Isaza Botero, Teodomiro",NA,NA,"Colombia","Teodomiro Isaza","6","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,"Servicios de pintura y dibujo ofrecidos por Panida [esta publicidad se repite en otros números]"
"Panida","190","Anónimo",NA,NA,"Colombia","Talleres de aplanchado eléctrico","6","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","191","Arango Ferrer, Eleázar",NA,NA,"Colombia","Cemento antioqueño","6","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","192","Posada, Daniel",NA,NA,"Colombia","Sastrería Francesa","6","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","193","Anónimo",NA,NA,"Colombia","""Panida""","7","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","194","Rendón, Ricardo","Creador",NA,"Colombia","Antonio Merizalde","7","1915","No",NA,"Español",NA,"Imagen",NA,NA,NA,"1",NA,""
"Panida","195","Merizalde Uribe, Antonio","Creador",NA,"Colombia","Canto de Esperanza","7","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1",NA,""
"Panida","196","González Blanco, Andrés","Creador",NA,"España","Los poetas de América","7","1915","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"2","97-98",""
"Panida","197","Merizalde Uribe, Antonio","Creador",NA,"Colombia","Versos de la noche","7","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","99",""
"Panida","198","Rendón, Ricardo","Creador",NA,"Colombia","Prólogo de los intereses creados","7","1915","No",NA,"Español",NA,"Imagen",NA,NA,NA,"1","100",""
"Panida","199","Benavente, Jacinto","Creador",NA,"España","Prólogo de los intereses creados","7","1915","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"2","100-101",""
"Panida","200","Fernández Ríos, Ovidio","Creador",NA,"Uruguay","A una vieja espada","7","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","102",""
"Panida","201","Parra Toro, Libardo","Creador",NA,"Colombia","Rasgos","7","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","102",""
"Panida","202","Isaza R., Fernando","Traductor",NA,"Colombia","Epílogos","7","1915","No",NA,"Español",NA,"Reseña",NA,NA,"Sonetos en prosa ","1","103",""
"Panida","203","Gourmont, Remy de","Creador",NA,"Francia","Tiene ella un cuerpo…","7","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"2","103-104",""
"Panida","204","Vasco Gutiérrez, Eduardo","Creador","Alhy CAVATINI","Colombia","Epistolario sentimental","7","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"2","105-106",""
"Panida","205","Anónimo","Creador","Juan CRISTÓBAL","Colombia","Lied","7","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","106",""
"Panida","206","Restrepo Jaramillo, José Luis","Creador",NA,"Colombia","Ingenuas","7","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","107",""
"Panida","207","Isaza Botero, Teodomiro","Creador","Mosén Canijo","Colombia","Detalle","7","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","107",""
"Panida","208","Anónimo","Creador","ATL","Colombia","Eva","7","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","108",""
"Panida","209","González Ochoa, Fernando","Creador",NA,"Colombia","Meditaciones","7","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"2","108-109",""
"Panida","210","Villegas, Aquilino","Creador",NA,"Colombia","Rondel","7","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","109",""
"Panida","211","Jaramillo Arango, Rafael","Creador","Fernando Villalba","Colombia","Canzonetta Capricciosa","7","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","110",""
"Panida","212","Redacción","Creador","⁂","Colombia","Antonio Merizalde","7","1915","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"1","111","Semblanza"
"Panida","213","Redacción","Creador","⁂","Colombia","Nosotros","7","1915","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"1","111",""
"Panida","214","Redacción","Creador","⁂","Colombia","Los intereses creados","7","1915","No",NA,"Español",NA,"Reseña",NA,NA,"Intereses creados","2","111-112","Elogio"
"Panida","215","Redacción","Creador","⁂","Colombia","El poeta","7","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","112",""
"Panida","216","Anónimo",NA,NA,"Colombia","Osorio-Ángel Ingenieros","7","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","217","Moreno, Abraham",NA,NA,"Colombia","Libros recibidos","7","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","218","Anónimo",NA,NA,"Colombia","Vino de Carne Quinado","7","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","219","Anónimo",NA,NA,"Colombia","Los fósforos ""Olano""","7","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","220","Anónimo",NA,NA,"Colombia","La reina","7","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","221","Anónimo",NA,NA,"Colombia","Light, more light…","7","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,"Almacén de lámparas [esta publicidad se repite en otros números]"
"Panida","222","Anónimo",NA,NA,"Colombia","Las artes religiosas","7","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","223","Anónimo",NA,NA,"Colombia","Almacén británico","7","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","224","Rodríguez E., Carlos E.",NA,NA,"Colombia","Fábrica de Carlos E. Rodríguez E.","7","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,"Fábrica de camisas y cuellos [esta publicidad se repite en otros números]"
"Panida","225","Escobar Uribe, Jorge",NA,NA,"Colombia","Librería Restrepo","7","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,"No ofertan libros, sino cajas de regalo [esta publicidad se repite en otros números]"
"Panida","226","Escobar Uribe, Jorge",NA,NA,"Colombia","Imprenta Editorial","7","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","227","Cano Torres, Antonio José",NA,NA,"Colombia","Diccionario Salvat","7","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","228","Sandino, Aleodato",NA,NA,"Colombia","Agua Maravillosa del Harem","7","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","229","Anónimo",NA,NA,"Colombia","""Panida""","8","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","230","González Blanco, Andrés","Creador",NA,"Colombia","Los poetas de América","8","1915","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"3","113-115",""
"Panida","231","Bayona Posada, Jorge","Creador",NA,"Colombia","Tu pulsera","8","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","115",""
"Panida","232","Mejía Arango, Félix","Creador","C. R. Pino","Colombia","Pierrot","8","1915","No",NA,"Español",NA,"Poesía",NA,"T. Isaza",NA,"2","117-118",""
"Panida","233","Vasco Gutiérrez, Eduardo","Creador","Alhy CAVATINI","Colombia","Epistolario sentimental","8","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"2","118-119",""
"Panida","234","Jaramillo Arango, Rafael","Creador","Fernando Villalba","Colombia","Del jardín de Mayo","8","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","120",""
"Panida","235","Fort, Paul","Creador",NA,"Francia","Baladas","8","1915","Sí","González Martines","Español","Francés","Poesía",NA,NA,NA,"1","121",""
"Panida","236","Fort, Paul","Creador",NA,"Francia","El buen tiempo ","8","1915","Sí","González Martines","Español","Francés","Poesía",NA,NA,NA,"1","121",""
"Panida","237","Anónimo","Creador","Aurelio ZALDIVAR","Colombia","Todo ha muerto","8","1915","No",NA,"Español",NA,"Poesía",NA,"Czarina",NA,"1","122",""
"Panida","238","González Ochoa, Fernando","Creador",NA,"Colombia","Meditaciones","8","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"2","123-124",""
"Panida","239","Anónimo","Creador","Juan CRISTÓBAL","Colombia","Cantos de la noche","8","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","124",""
"Panida","240","Jiménez, Juan Ramón","Creador",NA,"España","Hojas verdes","8","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","125",""
"Panida","241","Mora Vásquez, José Manuel","Creador","Juan Manuel Montenegro","Colombia","Melancolía","8","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"2","125-126",""
"Panida","242","Palacio, Eduardo A.","Creador",NA,"España","Oro y Sangre","8","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","126",""
"Panida","243","Visan, Tancrède de","Creador",NA,"Francia","Paul Fort","8","1915","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"2","127-128","Semblanza"
"Panida","244","Redacción","Creador","⁂","Colombia",NA,"8","1915","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"1","128",""
"Panida","245","Redacción","Creador","⁂","Colombia","CVLTVRA","8","1915","No",NA,"Español",NA,"Reseña de revista",NA,NA,"CVLTVRA","1","128",""
"Panida","246","Anónimo",NA,NA,"Colombia","Osorio-Ángel Ingenieros","8","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","247","Anónimo",NA,NA,"Colombia","El espectador","8","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","248","Anónimo",NA,NA,"Colombia","Progreso","8","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","249","Anónimo",NA,NA,"Colombia","El correo liberal","8","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","250","Anónimo",NA,NA,"Colombia","Dibujo-pintura-grabado","8","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","251","Anónimo",NA,NA,"Colombia",NA,"8","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,"Declaran que en Panida los anuncios valen la mitad que en el resto de publicaciones [esta publicidad se repite en otros números]"
"Panida","252","Anónimo",NA,NA,"Colombia","Vino de Carne Quinado","8","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","253","Anónimo",NA,NA,"Colombia","Los fósforos ""Olano""","8","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","254","Anónimo",NA,NA,"Colombia","La reina","8","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","255","Isaza Botero, Teodomiro",NA,NA,"Colombia","Teodomiro Isaza","8","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,"Pintura y dibujo"
"Panida","256","Anónimo",NA,NA,"Colombia","Almacén británico","8","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","257","Rodríguez E., Carlos E.",NA,NA,"Colombia","Fábrica de Carlos E. Rodríguez E.","8","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","258","Escobar Uribe, Jorge",NA,NA,"Colombia","Librería Restrepo","8","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","259","Escobar Uribe, Jorge",NA,NA,"Colombia","Imprenta Editorial","8","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","260","Cano Torres, Antonio José",NA,NA,"Colombia","Diccionario Salvat","8","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","261","Sandino, Adeoldato",NA,NA,"Colombia","Agua Maravillosa del Harem","8","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","262","Anónimo",NA,NA,"Colombia","""Panida""","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","263","González Blanco, Andrés","Creador",NA,"España","Los poetas de América","9","1915","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"2","129-130",""
"Panida","264","Restrepo Rivera, José","Creador",NA,"Colombia","Dulce tristeza","9","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","131",""
"Panida","265","Valencia, Guillermo","Creador",NA,"Colombia","Mis votos","9","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"2","132-133",""
"Panida","266","d'Ors, Eugenio","Creador",NA,"España","Junio","9","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","134",""
"Panida","267","Vasco Gutiérrez, Eduardo","Creador","Alhy CAVATINI","Colombia","Rimas del alma","9","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","135",""
"Panida","268","Miró, Gabriel","Creador",NA,"Colombia","Parábola del Pino","9","1915","No",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,"3","136-138",""
"Panida","269","Anónimo","Creador","Aurelio ZALDIVAR","Colombia","El alma de la hora","9","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","139",""
"Panida","270","González Ochoa, Fernando","Creador",NA,"Colombia","Meditaciones","9","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"2","139-140",""
"Panida","271","Silva, José Asunción","Creador",NA,"Colombia","Futura","9","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"2","141-142",""
"Panida","272","Díez-Canedo, Enrique","Creador",NA,"Colombia","Watteau","9","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","142",""
"Panida","273","Rusiñol, Santiago","Creador",NA,"España",NA,"9","1915","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"1","143",""
"Panida","274","Redacción","Creador","⁂","Colombia","Noche serena","9","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"2","143-144",""
"Panida","275","Redacción","Creador","⁂","Colombia","José A. Silva","9","1915","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"1","144",""
"Panida","276","Anónimo",NA,NA,"Colombia","Almacén británico","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","277","Rodríguez E., Carlos E.",NA,NA,"Colombia","Fábrica de Carlos E. Rodríguez E.","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","278","Anónimo",NA,NA,"Colombia","Vino de Carne Quinado","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","279","Anónimo",NA,NA,"Colombia","Los fósforos ""Olano""","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","280","Anónimo",NA,NA,"Colombia","La reina","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","281","Anónimo",NA,NA,"Colombia","Light, more light…","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","282","Anónimo",NA,NA,"Colombia","Las artes religiosas","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","283","Anónimo",NA,NA,"Colombia","Osorio-Ángel Ingenieros","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","284","Anónimo",NA,NA,"Colombia","Estudio y montaje de plantas eléctricas","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","285","Anónimo",NA,NA,"Colombia","El espectador","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","286","Anónimo",NA,NA,"Colombia","Progreso","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","287","Anónimo",NA,NA,"Colombia","El correo liberal","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","288","Anónimo",NA,NA,"Colombia","Dibujo-pintura-grabado","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","289","Anónimo",NA,NA,"Colombia",NA,"9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","290","Anónimo",NA,NA,"Colombia","Vino de Carne Quinado","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","291","Anónimo",NA,NA,"Colombia","Los fósforos ""Olano""","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","292","Anónimo",NA,NA,"Colombia","La reina","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","293","Anónimo",NA,NA,"Colombia","Teodomiro Isaza","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,"Dibujo y pintura [esta publicidad se repite en otros números]"
"Panida","294","Anónimo",NA,NA,"Colombia","Almacén británico","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","295","Rodríguez E., Carlos E.",NA,NA,"Colombia","Fábrica de Carlos E. Rodríguez E.","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","296","Escobar Uribe, Jorge",NA,NA,"Colombia","Librería Restrepo","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","297","Escobar Uribe, Jorge",NA,NA,"Colombia","Imprenta Editorial","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","298","Cano Torres, Antonio José",NA,NA,"Colombia","Diccionario Salvat","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","299","Sandino, Adeoldato",NA,NA,"Colombia","Agua Maravillosa del Harem","9","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Panida","300","Benavente, Jacinto","Creador",NA,"España","La senda del amor","10","1915","No",NA,"Español",NA,"Teatro",NA,NA,NA,"4","145-148",""
"Panida","301","Mejía Arango, Félix","Creador","C. R. Pino","Colombia","Allá en el cielo","10","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","148",""
"Panida","302","Mejía Ángel, Gustavo","Creador",NA,"Colombia","Las canciones del recuerdo","10","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","149",""
"Panida","303","Parra Toro, Libardo","Creador",NA,"Colombia","De gitanería","10","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","150",""
"Panida","304","González Ochoa, Fernando","Creador","Juan Matías","Colombia","Desde mi tinglado","10","1915","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"1","151-152",""
"Panida","305","Rendón, Ricardo","Creador","Daniel ZEGRI","Colombia","Soneto","10","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","153",""
"Panida","306","Darío, Rubén","Creador",NA,"Nicaragua","Dream","10","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","154",""
"Panida","307","Márquez Bravo, Tomás","Creador",NA,"Colombia","La cartera de Andrés","10","1915","No",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,"1","155",""
"Panida","308","Marquina, Eduardo","Creador",NA,"España","Elegía","10","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","156",""
"Panida","309","Vasco Gutiérrez, Eduardo","Creador","Alhy CAVATINI","Colombia","Versos a Magda","10","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","157",""
"Panida","310","Darío, Rubén","Creador",NA,"Nicaragua","Caupolican","10","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","158",""
"Panida","311","Darío, Rubén","Creador",NA,"Nicaragua","Margarita","10","1915","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","158",""
"Panida","312","Martínez Ruiz, José","Creador",NA,"España",NA,"10","1915","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"1","159",""
"Panida","313","Redacción","Creador","⁂","Colombia","La nueva edición de las obras de Rubén Darío","10","1915","No",NA,"Español",NA,"Reseña",NA,NA,"Muy siglo XVIII; Muy antiguo y muy moderno; Audaz, cosmopolita; Una sed de ilusiones infinita; Canto a la Argentina.","2","158-159",""
"Panida","314","Redacción","Creador","⁂","Colombia","Revista","10","1915","No",NA,"Español",NA,"Reseña de revista",NA,NA,"Cultura; Revista moderna; Alpha; Lauros; La Pluma; Alianza; Alma nueva.","1","160",""
"Panida","315","Redacción","Creador","⁂","Colombia",NA,"10","1915","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"1","160",""
"Panida","316","Anónimo",NA,NA,"Colombia","""Panida""","10","1915","No",NA,"Español",NA,"Publicidad",NA,NA,NA,"1",NA,""
"Revista Contemporánea","1","Sanín Cano, Baldomero","Editor",NA,"Colombia","Porvenir del Castellano","1","Octubre de 1904","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"17.3","1--18",NA
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,"1","Octubre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.2","18",NA
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,"1","Octubre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.2","19",NA
"Revista Contemporánea",NA,"Valencia, Francisco","Creador","Pacho Valencia","Colombia","Sugestiones","1","Octubre de 1904","No",NA,"Español",NA,"Poesía",NA,NA,NA,"2.7","19-21",NA
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,"1","Octubre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.1","21",NA
"Revista Contemporánea",NA,"Uribe, Diego","Creador",NA,"Colombia","Paseo nocturno","1","Octubre de 1904","No",NA,"Español",NA,"Poesía",NA,"Cuervo, Emilio",NA,"2.4","22-24",NA
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,"1","Octubre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.2","25",NA
"Revista Contemporánea",NA,"Gaitán O, Gustavo","Creador",NA,NA,"Lucha suprema. Fragmento de un diario","1","Octubre de 1904","No",NA,"Español",NA,"Prosa Ficción","Fragmento",NA,NA,"21.3","25-47",NA
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,"1","Octubre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.5","47",NA
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,"1","Octubre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.3","48",NA
"Revista Contemporánea",NA,"d'Ors, Eugenio","Creador",NA,"Colombia","Nihil","1","Octubre de 1904","No",NA,"Español",NA,"Poesía",NA,NA,NA,"0.7","48",NA
"Revista Contemporánea",NA,"López, Ismael","Creador","Cornelio Hispanio","Colombia","El atleta","1","Octubre de 1904","No",NA,"Español",NA,"Poesía",NA,NA,NA,"1","49",NA
"Revista Contemporánea",NA,"Bengoechea, Alfredo de","Creador",NA,"Colombia","Vieilles Tristesses","1","Octubre de 1904","No",NA,"Francés",NA,"Poesía",NA,"Régnier, Henri de ",NA,"2","50-51","Este autor colombiano adoptó la lengua francesa como medio de expresión al igula que Heredia. "
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,"1","Octubre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.3","52",NA
"Revista Contemporánea",NA,"Hinestroza Daza, Ricardo","Crítico",NA,"Colombia","""Emociones de la guerra""","1","Octubre de 1904","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"33.2","52-86","Este texto inicia con un epígrafe en francés e incluye, así mismo, varias citas en Francés. "
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,"1","Octubre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.5","86",NA
"Revista Contemporánea",NA,"Anónimo","Reseñista",NA,NA,"Cartas de un oficial chino","1","Octubre de 1904","No",NA,"Español",NA,"Reseña","Notas",NA,"Cartas de un oficial chino","2.6","87-89",NA
"Revista Contemporánea",NA,"Anónimo","Reseñista",NA,NA,"Inocencia","1","Octubre de 1904","No",NA,"Español",NA,"Reseña","Notas",NA,"Inocencia de Francisco de Paula Rendón","2.4","89-91",NA
"Revista Contemporánea",NA,"D'Oribe, R.","Reseñista",NA,"Colombia","Les Arte de la Vie","1","Octubre de 1904","No",NA,"Español",NA,"Reseña de revista","Notas",NA,"Les Arte de la Vie","3.5","92-95","Reseña de revista francesa: transferencia internacional a través de la promoción de los textos de una revista fracesa de los que hacen comentarios. Esto  muestra que tenían acceso a dicah revista. La pregunta es, quién era la persona que los proveía de estas revistas?"
"Revista Contemporánea",NA,"D'Oribe, R.","Reseñista",NA,"Colombia","Revue Des Idées","1","Octubre de 1904","No",NA,"Español",NA,"Reseña de revista","Notas",NA,"Revue Des Idées","0.7","95-96","Reseña de revista francesa: en esta se confirman la recepción de la revista. Transferencia internacional directa."
"Revista Contemporánea",NA,"D'Oribe, R.","Reseñista",NA,"Colombia","Helios","1","Octubre de 1904","No",NA,"Español",NA,"Reseña de revista","Notas",NA,"Helios (de Madrid)","1.8","96-97","Reseña de la revista Helios de Madrid: aquí resaltan que esta revista haya publicado los poemas de Bengoechea en Francés, al igual que ellos. "
"Revista Contemporánea",NA,"Grillo, Maximiliano","Creador","Max Grillo","Colombia","Literaturas en decadencia","2","Noviembre de 1904","No",NA,"Español",NA,"Prosa No ficción",NA,NA,NA,"20.5","98-119","Tiene un epígrafe de Remy de Gourmont. Funerales del estilo. Mercure, XI, 1902. Menciona, posiblemente de dónde lo ha sacado, Esto muestra que tenía acceso al Mercure."
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,"2","Noviembre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.5","119",NA
"Revista Contemporánea",NA,"Anónimo","Ilustrador",NA,NA,NA,"2","Noviembre de 1904","No",NA,NA,NA,"Imagen",NA,NA,NA,"0.3","120",NA
"Revista Contemporánea",NA,"D'Annunzio, Gabriele","Creador",NA,"Italia","Mujeres","2","Noviembre de 1904","Sí","Valencia, Guillermo","Español","Italiano","Poesía",NA,NA,NA,"1.7","120-121","Traducción del libro Laus Vitae"
